StartDate,EndDate,duration_sec,prolific_id,loss3_win6,loss4_win6,loss5_win6,loss6_win6,loss7_win6,loss8_win6,loss9_win6,risk_question,age,gender,response_self_describe,highest_education,employement_status,IA usage,Data usage,why_not_usage,feedback,PROLIFIC_PID,first_block,wording,gender_clean,position,association,situation,association_clean,situation_clean
2024-07-23T11:02:33Z,2024-07-23T11:06:37Z,244,5b29a05e6d03870001976bdb,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,35,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,5b29a05e6d03870001976bdb,associations,loss,Female,1,Sadness,Money,Sadness,Money
2024-07-23T11:02:33Z,2024-07-23T11:06:37Z,244,5b29a05e6d03870001976bdb,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,35,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,5b29a05e6d03870001976bdb,associations,loss,Female,2,Failure,Friend,Failure,Friend
2024-07-23T11:02:33Z,2024-07-23T11:06:37Z,244,5b29a05e6d03870001976bdb,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,35,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,5b29a05e6d03870001976bdb,associations,loss,Female,3,Guilt,Pet,Guilt,Pet
2024-07-23T11:02:33Z,2024-07-23T11:06:37Z,244,5b29a05e6d03870001976bdb,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,35,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,5b29a05e6d03870001976bdb,associations,loss,Female,4,Shame,Car crash,Shame,Car crash
2024-07-23T11:02:33Z,2024-07-23T11:06:37Z,244,5b29a05e6d03870001976bdb,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,35,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,5b29a05e6d03870001976bdb,associations,loss,Female,5,Bad,Trust,Bad,Trust
2024-07-23T11:08:05Z,2024-07-23T11:10:51Z,166,664a084d11b1372fe674cf97,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,664a084d11b1372fe674cf97,situations,loss,Female,1,death,Loss of a family member,death,Loss of a family member
2024-07-23T11:08:05Z,2024-07-23T11:10:51Z,166,664a084d11b1372fe674cf97,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,664a084d11b1372fe674cf97,situations,loss,Female,2,grief,Loss of a job opportunity,grief,Loss of a job opportunity
2024-07-23T11:08:05Z,2024-07-23T11:10:51Z,166,664a084d11b1372fe674cf97,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,664a084d11b1372fe674cf97,situations,loss,Female,3,losing,Loss of a personal item,losing,Loss of a personal item
2024-07-23T11:08:05Z,2024-07-23T11:10:51Z,166,664a084d11b1372fe674cf97,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,664a084d11b1372fe674cf97,situations,loss,Female,4,hurt,Loss of a educational opportunity for a family member,hurt,Loss of a educational opportunity for a family member
2024-07-23T11:08:05Z,2024-07-23T11:10:51Z,166,664a084d11b1372fe674cf97,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,664a084d11b1372fe674cf97,situations,loss,Female,5,upset,loss of an opportunity to move to a better place,upset,loss of an opportunity to move to a better place
2024-07-23T11:04:05Z,2024-07-23T11:12:10Z,485,66841f71f65ba4c381f1f012,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,51,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66841f71f65ba4c381f1f012,situations,loss,Female,1,Someone dies,My mother died,Someone dies,My mother died
2024-07-23T11:04:05Z,2024-07-23T11:12:10Z,485,66841f71f65ba4c381f1f012,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,51,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66841f71f65ba4c381f1f012,situations,loss,Female,2,Death of pet,My brother died,Death of pet,My brother died
2024-07-23T11:04:05Z,2024-07-23T11:12:10Z,485,66841f71f65ba4c381f1f012,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,51,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66841f71f65ba4c381f1f012,situations,loss,Female,3,Loss of power,My Nan died,Loss of power,My Nan died
2024-07-23T11:04:05Z,2024-07-23T11:12:10Z,485,66841f71f65ba4c381f1f012,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,51,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66841f71f65ba4c381f1f012,situations,loss,Female,4,Person goes missing,My Uncle died,Person goes missing,My Uncle died
2024-07-23T11:04:05Z,2024-07-23T11:12:10Z,485,66841f71f65ba4c381f1f012,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,51,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66841f71f65ba4c381f1f012,situations,loss,Female,5,Financial loss,My pet cat died,Financial loss,My pet cat died
2024-07-23T10:58:20Z,2024-07-23T11:12:17Z,837,6690191902bcf0d263237423,Accept,Accept,Accept,Accept,Accept,Reject,Reject,8,33,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,I enjoyed the idea of thinking about loss. Sounds strange but it gave me a retrospective look about some of my losses this year.,6690191902bcf0d263237423,situations,loss,Male,1,Life,An individual die in a flood from drowning.,Life,An individual die in a flood from drowning.
2024-07-23T10:58:20Z,2024-07-23T11:12:17Z,837,6690191902bcf0d263237423,Accept,Accept,Accept,Accept,Accept,Reject,Reject,8,33,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,I enjoyed the idea of thinking about loss. Sounds strange but it gave me a retrospective look about some of my losses this year.,6690191902bcf0d263237423,situations,loss,Male,2,Financial,The individuals brother saved an individual but died going back for the brother.,Financial,The individuals brother saved an individual but died going back for the brother.
2024-07-23T10:58:20Z,2024-07-23T11:12:17Z,837,6690191902bcf0d263237423,Accept,Accept,Accept,Accept,Accept,Reject,Reject,8,33,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,I enjoyed the idea of thinking about loss. Sounds strange but it gave me a retrospective look about some of my losses this year.,6690191902bcf0d263237423,situations,loss,Male,3,Relationship,A person went to sleep but didn't wake up in the morning,Relationship,a person went to sleep but didn't wake up in the morning
2024-07-23T10:58:20Z,2024-07-23T11:12:17Z,837,6690191902bcf0d263237423,Accept,Accept,Accept,Accept,Accept,Reject,Reject,8,33,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,I enjoyed the idea of thinking about loss. Sounds strange but it gave me a retrospective look about some of my losses this year.,6690191902bcf0d263237423,situations,loss,Male,4,Health,A loss of an opportunity at work to advance.,Health,A loss of an opportunity at work to advance.
2024-07-23T10:58:20Z,2024-07-23T11:12:17Z,837,6690191902bcf0d263237423,Accept,Accept,Accept,Accept,Accept,Reject,Reject,8,33,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,I enjoyed the idea of thinking about loss. Sounds strange but it gave me a retrospective look about some of my losses this year.,6690191902bcf0d263237423,situations,loss,Male,5,Time,A loss in an opportunity in my personal life to advance myself.,Time,A loss in an opportunity in my personal life to advance myself.
2024-07-23T11:10:05Z,2024-07-23T11:13:23Z,198,668af2ae1e1c6db3449f16c3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,28,Female,NA,High school diploma or GED,Working part-time,No,No,NA,NA,668af2ae1e1c6db3449f16c3,associations,loss,Female,1,mislaying,grandparent on my moms side,mislaying,grandparent on my moms side
2024-07-23T11:10:05Z,2024-07-23T11:13:23Z,198,668af2ae1e1c6db3449f16c3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,28,Female,NA,High school diploma or GED,Working part-time,No,No,NA,NA,668af2ae1e1c6db3449f16c3,associations,loss,Female,2,misplacement,grandparent on moms side,misplacement,grandparent on moms side
2024-07-23T11:10:05Z,2024-07-23T11:13:23Z,198,668af2ae1e1c6db3449f16c3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,28,Female,NA,High school diploma or GED,Working part-time,No,No,NA,NA,668af2ae1e1c6db3449f16c3,associations,loss,Female,3,dropping,grandparent on dads side,dropping,grandparent on dads side
2024-07-23T11:10:05Z,2024-07-23T11:13:23Z,198,668af2ae1e1c6db3449f16c3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,28,Female,NA,High school diploma or GED,Working part-time,No,No,NA,NA,668af2ae1e1c6db3449f16c3,associations,loss,Female,4,forgetting,loss of job,forgetting,loss of job
2024-07-23T11:10:05Z,2024-07-23T11:13:23Z,198,668af2ae1e1c6db3449f16c3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,28,Female,NA,High school diploma or GED,Working part-time,No,No,NA,NA,668af2ae1e1c6db3449f16c3,associations,loss,Female,5,deprivation,loss of a cat,deprivation,loss of a cat
2024-07-23T11:09:26Z,2024-07-23T11:13:59Z,273,610b64dc95ff0ef5b5b9ac6b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,26,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,610b64dc95ff0ef5b5b9ac6b,associations,loss,Male,1,Grieving,I lost a lover I cared about grealy,Grieving,i lost a lover i cared about greatly
2024-07-23T11:09:26Z,2024-07-23T11:13:59Z,273,610b64dc95ff0ef5b5b9ac6b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,26,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,610b64dc95ff0ef5b5b9ac6b,associations,loss,Male,2,Mourning,A close friend cut ties with me,Mourning,A close friend cut ties with me
2024-07-23T11:09:26Z,2024-07-23T11:13:59Z,273,610b64dc95ff0ef5b5b9ac6b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,26,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,610b64dc95ff0ef5b5b9ac6b,associations,loss,Male,3,Sorrow,A new lover and I broke up,Sorrow,A new lover and I broke up
2024-07-23T11:09:26Z,2024-07-23T11:13:59Z,273,610b64dc95ff0ef5b5b9ac6b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,26,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,610b64dc95ff0ef5b5b9ac6b,associations,loss,Male,4,Sadness,My mother passed away,Sadness,My mother passed away
2024-07-23T11:09:26Z,2024-07-23T11:13:59Z,273,610b64dc95ff0ef5b5b9ac6b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,26,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,610b64dc95ff0ef5b5b9ac6b,associations,loss,Male,5,Remembering,I lost my favorite ring,Remembering,I lost my favorite ring
2024-07-23T11:07:29Z,2024-07-23T11:14:19Z,410,5f3e5e066dfaa70464615447,Accept,Accept,Reject,Accept,Accept,Accept,Reject,5,48,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5f3e5e066dfaa70464615447,associations,loss,Female,1,missing,bills taking money,missing,bills taking money
2024-07-23T11:07:29Z,2024-07-23T11:14:19Z,410,5f3e5e066dfaa70464615447,Accept,Accept,Reject,Accept,Accept,Accept,Reject,5,48,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5f3e5e066dfaa70464615447,associations,loss,Female,2,empty,lost interest in work,empty,lost interest in work
2024-07-23T11:07:29Z,2024-07-23T11:14:19Z,410,5f3e5e066dfaa70464615447,Accept,Accept,Reject,Accept,Accept,Accept,Reject,5,48,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5f3e5e066dfaa70464615447,associations,loss,Female,3,void,lost time doing something,void,lost time doing something
2024-07-23T11:07:29Z,2024-07-23T11:14:19Z,410,5f3e5e066dfaa70464615447,Accept,Accept,Reject,Accept,Accept,Accept,Reject,5,48,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5f3e5e066dfaa70464615447,associations,loss,Female,4,vacant,i had a loss of words with somene,vacant,i had a loss of words with someone
2024-07-23T11:07:29Z,2024-07-23T11:14:19Z,410,5f3e5e066dfaa70464615447,Accept,Accept,Reject,Accept,Accept,Accept,Reject,5,48,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5f3e5e066dfaa70464615447,associations,loss,Female,5,without,suffered a loss when something didnt go right,without,suffered a loss when something didn't go right
2024-07-23T11:10:33Z,2024-07-23T11:14:32Z,239,60a7d7b70d3cf8f48a8a490d,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,34,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,NA,60a7d7b70d3cf8f48a8a490d,associations,loss,Male,1,gone,broke up with gf,gone,broke up with girlfriend
2024-07-23T11:10:33Z,2024-07-23T11:14:32Z,239,60a7d7b70d3cf8f48a8a490d,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,34,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,NA,60a7d7b70d3cf8f48a8a490d,associations,loss,Male,2,lack,got sick and lost my good health,lack,got sick and lost my good health
2024-07-23T11:10:33Z,2024-07-23T11:14:32Z,239,60a7d7b70d3cf8f48a8a490d,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,34,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,NA,60a7d7b70d3cf8f48a8a490d,associations,loss,Male,3,cease to exist,dropped my phone and cracked the screen,cease to exist,dropped my phone and cracked the screen
2024-07-23T11:10:33Z,2024-07-23T11:14:32Z,239,60a7d7b70d3cf8f48a8a490d,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,34,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,NA,60a7d7b70d3cf8f48a8a490d,associations,loss,Male,4,no longer mine,lost my dog once when he got loose,no longer mine,lost my dog once when he got loose
2024-07-23T11:10:33Z,2024-07-23T11:14:32Z,239,60a7d7b70d3cf8f48a8a490d,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,34,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,NA,60a7d7b70d3cf8f48a8a490d,associations,loss,Male,5,special thing,I lose my keys regularly,special thing,I lose my keys regularly
2024-07-23T11:06:43Z,2024-07-23T11:14:50Z,487,668557d1e320c60c7699a908,Reject,Accept,Reject,Accept,Reject,Accept,Reject,5,46,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,no,668557d1e320c60c7699a908,associations,loss,Male,1,Grief,Pet passing away,Grief,Pet passing away
2024-07-23T11:06:43Z,2024-07-23T11:14:50Z,487,668557d1e320c60c7699a908,Reject,Accept,Reject,Accept,Reject,Accept,Reject,5,46,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,no,668557d1e320c60c7699a908,associations,loss,Male,2,Absence,Job loss,Absence,Job loss
2024-07-23T11:06:43Z,2024-07-23T11:14:50Z,487,668557d1e320c60c7699a908,Reject,Accept,Reject,Accept,Reject,Accept,Reject,5,46,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,no,668557d1e320c60c7699a908,associations,loss,Male,3,Deficit,Ending of a relationship,Deficit,Ending of a relationship
2024-07-23T11:06:43Z,2024-07-23T11:14:50Z,487,668557d1e320c60c7699a908,Reject,Accept,Reject,Accept,Reject,Accept,Reject,5,46,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,no,668557d1e320c60c7699a908,associations,loss,Male,4,Farewell,Health issue in the family,Farewell,Health issue in the family
2024-07-23T11:06:43Z,2024-07-23T11:14:50Z,487,668557d1e320c60c7699a908,Reject,Accept,Reject,Accept,Reject,Accept,Reject,5,46,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,no,668557d1e320c60c7699a908,associations,loss,Male,5,Disappointment,Moving away from a familiar place,Disappointment,Moving away from a familiar place
2024-07-23T11:10:26Z,2024-07-23T11:14:56Z,270,6697e138b2f903f8b4d25b16,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,6697e138b2f903f8b4d25b16,associations,loss,Female,1,Grief,soccer game,Grief,soccer game
2024-07-23T11:10:26Z,2024-07-23T11:14:56Z,270,6697e138b2f903f8b4d25b16,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,6697e138b2f903f8b4d25b16,associations,loss,Female,2,absense,car wreck,absence,car wreck
2024-07-23T11:10:26Z,2024-07-23T11:14:56Z,270,6697e138b2f903f8b4d25b16,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,6697e138b2f903f8b4d25b16,associations,loss,Female,3,defeat,gambling,defeat,gambling
2024-07-23T11:10:26Z,2024-07-23T11:14:56Z,270,6697e138b2f903f8b4d25b16,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,6697e138b2f903f8b4d25b16,associations,loss,Female,4,sorrow,death of a family member,sorrow,death of a family member
2024-07-23T11:10:26Z,2024-07-23T11:14:56Z,270,6697e138b2f903f8b4d25b16,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,6697e138b2f903f8b4d25b16,associations,loss,Female,5,missing,break up,missing,break up
2024-07-23T16:11:53Z,2024-07-23T16:16:34Z,280,6600dc85f02c7ef9ad2224b5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,30,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,6600dc85f02c7ef9ad2224b5,associations,loss,Male,1,defeat,lost my dog,defeat,lost my dog
2024-07-23T16:11:53Z,2024-07-23T16:16:34Z,280,6600dc85f02c7ef9ad2224b5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,30,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,6600dc85f02c7ef9ad2224b5,associations,loss,Male,2,losing possession of,lost a friend,losing possession of,lost a friend
2024-07-23T16:11:53Z,2024-07-23T16:16:34Z,280,6600dc85f02c7ef9ad2224b5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,30,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,6600dc85f02c7ef9ad2224b5,associations,loss,Male,3,death of friend,lost a game,death of friend,lost a game
2024-07-23T16:11:53Z,2024-07-23T16:16:34Z,280,6600dc85f02c7ef9ad2224b5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,30,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,6600dc85f02c7ef9ad2224b5,associations,loss,Male,4,missing out on something,lost a bet,missing out on something,lost a bet
2024-07-23T16:11:53Z,2024-07-23T16:16:34Z,280,6600dc85f02c7ef9ad2224b5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,30,Male,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,6600dc85f02c7ef9ad2224b5,associations,loss,Male,5,the emd of,lost my wallet,the end of,lost my wallet
2024-07-23T16:13:20Z,2024-07-23T16:17:16Z,235,664b70405088ec2932b7b862,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,35,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,664b70405088ec2932b7b862,situations,loss,Female,1,absence,losing job,absence,losing job
2024-07-23T16:13:20Z,2024-07-23T16:17:16Z,235,664b70405088ec2932b7b862,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,35,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,664b70405088ec2932b7b862,situations,loss,Female,2,void,losing health insurance,void,losing health insurance
2024-07-23T16:13:20Z,2024-07-23T16:17:16Z,235,664b70405088ec2932b7b862,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,35,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,664b70405088ec2932b7b862,situations,loss,Female,3,unwelcome,losing contact with associates,unwelcome,losing contact with associates
2024-07-23T16:13:20Z,2024-07-23T16:17:16Z,235,664b70405088ec2932b7b862,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,35,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,664b70405088ec2932b7b862,situations,loss,Female,4,shifting,losing standard of living,shifting,losing standard of living
2024-07-23T16:13:20Z,2024-07-23T16:17:16Z,235,664b70405088ec2932b7b862,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,35,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,664b70405088ec2932b7b862,situations,loss,Female,5,disoriented,losing main livelihood,disoriented,losing main livelihood
2024-07-23T16:15:02Z,2024-07-23T16:17:36Z,154,666be0df1ff8fa6d5e5bfe47,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,20,Male,NA,Some high school or less,Other,No,Yes,NA,Give a more clear meaning of what you meant by situations where loss occur,666be0df1ff8fa6d5e5bfe47,associations,loss,Male,1,death,stocks loss,death,stocks loss
2024-07-23T16:15:02Z,2024-07-23T16:17:36Z,154,666be0df1ff8fa6d5e5bfe47,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,20,Male,NA,Some high school or less,Other,No,Yes,NA,Give a more clear meaning of what you meant by situations where loss occur,666be0df1ff8fa6d5e5bfe47,associations,loss,Male,2,money,brother moved away,money,brother moved away
2024-07-23T16:15:02Z,2024-07-23T16:17:36Z,154,666be0df1ff8fa6d5e5bfe47,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,20,Male,NA,Some high school or less,Other,No,Yes,NA,Give a more clear meaning of what you meant by situations where loss occur,666be0df1ff8fa6d5e5bfe47,associations,loss,Male,3,depression,my dogs,depression,my dogs
2024-07-23T16:15:02Z,2024-07-23T16:17:36Z,154,666be0df1ff8fa6d5e5bfe47,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,20,Male,NA,Some high school or less,Other,No,Yes,NA,Give a more clear meaning of what you meant by situations where loss occur,666be0df1ff8fa6d5e5bfe47,associations,loss,Male,4,damn,my sense of being in control of my own life,damn,my sense of being in control of my own life
2024-07-23T16:15:02Z,2024-07-23T16:17:36Z,154,666be0df1ff8fa6d5e5bfe47,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,20,Male,NA,Some high school or less,Other,No,Yes,NA,Give a more clear meaning of what you meant by situations where loss occur,666be0df1ff8fa6d5e5bfe47,associations,loss,Male,5,job,a sense of control,job,a sense of control
2024-07-23T16:15:02Z,2024-07-23T16:18:26Z,203,5d9eb6d611b7c400172aa975,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4,45,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,5d9eb6d611b7c400172aa975,associations,loss,Female,1,marriage,loss of words,marriage,loss of words
