StartDate,EndDate,duration_sec,prolific_id,loss3_win6,loss4_win6,loss5_win6,loss6_win6,loss7_win6,loss8_win6,loss9_win6,risk_question,age,gender,response_self_describe,highest_education,employement_status,IA usage,Data usage,why_not_usage,feedback,PROLIFIC_PID,association_1,association_2,association_3,association_4,association_5,situation_1,situation_2,situation_3,situation_4,situation_5,first_block,wording,gender_clean
2024-07-23 16:16:48,2024-07-23 16:26:24,576,6297d6da6a89082f5523db4d,Accept,Accept,Accept,Reject,Reject,Reject,Reject,1,58,Female,NA,High school diploma or GED,Retired,No,Yes,NA,I couldnt remember what all i put for loss so you should have it on next page to help answer questions as a reminder of what we wrote,6297d6da6a89082f5523db4d,sadness,grief,alone/sadness,loss of money/income,loss of sight,death of relative,dont remember what i wrote,losing job,big loss at casino,my senior dog loss of sight,associations,loss,Female
2024-07-23 16:19:09,2024-07-23 16:26:45,455,611323bebc984e2d39dc8958,Accept,Reject,Accept,Reject,Accept,Reject,Accept,6,53,Female,NA,High school diploma or GED,Retired,No,Yes,NA,"None, thank you for the opportunity.",611323bebc984e2d39dc8958,Death of someone,Unaware of where you are,To lose in a game or activity,To lose ones mind,In business to have no gains,My sister passed away,My husband and i took a weong turn on a trip,Unable to locate something i purchased a few months ago,An unexpected expense causing some loss of funds,Nothing else,associations,loss,Female
2024-07-23 16:22:28,2024-07-23 16:27:45,317,614fe318e7e97d85c74d8d85,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1,42,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,614fe318e7e97d85c74d8d85,sadness,lack,less,missing,gap,I lost a friendship - a friend stopped replying to my texts and I still don't know why,I lost touch with some former colleagues who have changed jobs/moved to different companies,My aunt passed away,My great-uncle passed away,I somehow lost a pack of tissues from my purse at a restaurant last month,associations,loss,Female
2024-07-23 16:23:11,2024-07-23 16:27:47,276,66293ae5bd3c1d1dad9a05c0,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4,44,Female,NA,"Some college, but no degree",A homemaker or stay-at-home parent,No,Yes,NA,NA,66293ae5bd3c1d1dad9a05c0,absence,emptiness,sadness,longing,void,Whiskers,Ms. Ear,independence,peace of mind,boys,situations,loss,Female
2024-07-23 16:25:42,2024-07-23 16:28:53,191,5fbea0cb3a51670604bf6cfc,Reject,Reject,Reject,Reject,Reject,Reject,Accept,7,34,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,NA,5fbea0cb3a51670604bf6cfc,death,fear,lost,uncertain,angry,cat passed,mother passed,lost money on account,losing money to gain money,life,situations,loss,Female
2024-07-23 16:17:24,2024-07-23 16:29:15,710,60bea3dea79236a4c6a5bc61,Accept,Accept,Accept,Accept,Reject,Reject,Reject,9,21,Male,NA,High school diploma or GED,Working full-time,No,Yes,NA,NA,60bea3dea79236a4c6a5bc61,Lost,Sadness,Anger,Regret,Movement,Death of dog,Loss of old car,Loss of old home,Loss of material goods,Loss of hobbies,situations,loss,Male
2024-07-23 16:25:40,2024-07-23 16:29:20,219,5ba40ee738650800013b8863,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2,60,Female,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,5ba40ee738650800013b8863,missing someone,being short on money,no communication,no longer being able to speak with someone,loss of companionship,uncle passing away,money on a stock,loss of phone,dog passing away,lost money at casino,situations,loss,Female
2024-07-23 16:23:42,2024-07-23 16:29:20,338,6630e36ad79d4c0051a4b2ee,Accept,Accept,Accept,Reject,Reject,Reject,Reject,10,38,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,NA,6630e36ad79d4c0051a4b2ee,death,grief,sadness,sorrow,family,My uncle passed away.,none,none,none,none,associations,loss,Female
2024-07-23 16:13:04,2024-07-23 16:29:37,992,66468ba0f90452a76bc8e76f,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,27,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,I couldn’t remember 5 situations that I lost something/someone. So having an option “None” in the survey would be good.,66468ba0f90452a76bc8e76f,Someone died,Not having someone important close to you,Missing an object,Losing money,Losing mental/psychological direction,"I lost a friend, recently. He was my boss a few years ago, and died due to leukemia.",My PhD advisor moved to a different location and I “technically” lost him as my direct and present advisor.,NA,NA,NA,situations,loss,Male
2024-07-23 16:21:20,2024-07-23 16:29:43,503,664fc28f5c526127e63056b6,Accept,Accept,Accept,Accept,Reject,Reject,Reject,7,41,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,No comment,664fc28f5c526127e63056b6,Death,Regret,Debt,Failure,Defeat,The death of a love one,Money,A good friend stopped talking to me,Weight,A bet,situations,loss,Female
2024-07-23 16:21:46,2024-07-23 16:29:51,485,610ec1e2cc4126cc1d62546b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,30,Female,NA,Associates or technical degree,Working full-time,Yes,Yes,NA,I often use ChatGPT to come up with more consice words for my thoughts when brainstorming,610ec1e2cc4126cc1d62546b,Suffering greif,Experiencing change,Failing a goal,Feeling regret,Missing something important,Lost income with reduced work hours,Lost income from outstanding loan debt,Lost good credit score due to financial struggles,Lost savings due to unexpected car repairs,Lost enthusiasm in my well-being and health due to external stress,situations,loss,Female
2024-07-23 16:26:49,2024-07-23 16:29:55,185,5e10f9d02d21857cd4d266b8,Accept,Accept,Accept,Accept,Reject,Reject,Reject,5,22,Female,NA,Bachelor’s degree,Student,No,Yes,NA,NA,5e10f9d02d21857cd4d266b8,grief,sadness,change,depression,pain,death of a family member,losing a friend,missed opportunities,no longer a child,someone changed,associations,loss,Female
2024-07-23 16:25:30,2024-07-23 16:31:01,330,5f165569283f061ba3d3766a,Accept,Reject,Reject,Reject,Reject,Reject,Reject,8,29,Male,NA,Some high school or less,Unemployed and looking for work,No,Yes,NA,NA,5f165569283f061ba3d3766a,Gone,Deleted,Never coming back,Not around,Less,Losing money,Going to sleep late,Missing a phone call,Can’t sleep,No food,associations,loss,Male
2024-07-23 16:27:16,2024-07-23 16:31:13,236,65118dc580d78d1a738a5280,Accept,Reject,Reject,Reject,Reject,Reject,Reject,7,55,Female,NA,Associates or technical degree,Working part-time,No,Yes,NA,NA,65118dc580d78d1a738a5280,death,loss of job,loss of home,fight with friend,misplaced,My Father died,My mother lost her mind,selling childhood home,Parkinson's diagnosis,lack of money,associations,loss,Female
2024-07-23 16:25:38,2024-07-23 16:31:28,350,664d20a6bb4ef4eb39c44a64,Accept,Accept,Accept,Reject,Reject,Reject,Reject,2,34,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,664d20a6bb4ef4eb39c44a64,Failure,Money,Death,Weight,Time,I lost a lot of free time since having a second child,I have lost weight,I feel I have lost passion for a lot of hobbies I used to enjoy,I have lost sleep,I have lost some savings or the ability to save,associations,loss,Female
2024-07-23 16:23:46,2024-07-23 16:32:35,528,666a1d2c23c4dab3803ca17b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,7,40,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,Thanks!,666a1d2c23c4dab3803ca17b,death,unsuccessful moment,failed goal,setback in life,upsetting moment,Pet cat passed away,Went to Vegas and lost $100 gambling,Lost my wallet on an airplane,Got laid off at work,My old laptop died,situations,loss,Male
2024-07-23 16:24:52,2024-07-23 16:32:43,471,60fea1ad508cadac6759fdca,Accept,Accept,Reject,Reject,Reject,Reject,Reject,2,29,Female,NA,Some high school or less,Working part-time,No,Yes,NA,Thanks for the great study,60fea1ad508cadac6759fdca,death,the grieving process,financial loss,homelessness,confusion or puzzled,loss of my cousin to suicide,emotional loss of my mother,husband losing job,lost trust in boss,vehicle loss (car accident),associations,loss,Female
2024-07-23 16:20:54,2024-07-23 16:33:15,741,63f77927711e9d061dbec33c,Accept,Accept,Accept,Reject,Reject,Reject,Reject,2,23,Female,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,63f77927711e9d061dbec33c,Fail,Death,Finances,Behind,Lacking,Missing a job opportunity,My friend died on a bumble date,Went through a breakup,Lost my glasses,Failed to teach the kiddos I work with how to spell their name,associations,loss,Female
2024-07-23 16:30:12,2024-07-23 16:33:16,183,63d4dbdd4adb3ccef611be9c,Accept,Reject,Reject,Reject,Reject,Reject,Reject,4,40,Male,NA,Some high school or less,Unemployed and looking for work,No,Yes,NA,NA,63d4dbdd4adb3ccef611be9c,Missing things,Death,Gone,Never coming back,Less than,My bicycle broke and couldn't be repaired,I lost my charging cable to my phone,I lost my hat on the bus,I lost a quarter in a vending machine,I lost a bet,situations,loss,Male
2024-07-23 16:28:11,2024-07-23 16:33:19,308,5e27fa29d91131a0838c9571,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,23,Male,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,5e27fa29d91131a0838c9571,Competition,Grief,Misplacement,Forgetting,Forfeiture,Loss of a close friend to overdose,Loss of a job,Losing in an online game,Losing a bet,Losing an item i just had and need,situations,loss,Male
2024-07-23 16:30:52,2024-07-23 16:33:43,170,6680f636d6816913e30335d9,Accept,Accept,Accept,Accept,Reject,Reject,Reject,3,35,Non-binary / third gender,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,NA,6680f636d6816913e30335d9,No control,Defeat,Power,Tears,Reluctance,Dementia,Extended family,Homeland,Passion,Community,situations,loss,other
2024-07-23 16:31:47,2024-07-23 16:33:58,130,60ff6f5b29fde80ad7b28e73,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,22,Female,NA,Bachelor’s degree,Student,No,Yes,NA,NA,60ff6f5b29fde80ad7b28e73,sadness,grief,unfortunate,misfortune,overwhelming,Losing my clinic site,losing a friend,losing at school,losing financially,losing at work,situations,loss,Female
2024-07-23 16:29:21,2024-07-23 16:34:33,312,63e0356f54ac35f09d69ca49,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2,22,Female,NA,"Some college, but no degree",Student,No,Yes,NA,NA,63e0356f54ac35f09d69ca49,Grief,Depression,Guilt,Emptiness,Loneliness,I experienced a breakup.,My best friend and I stopped speaking to each other.,I had to quit my job.,I got covid-19 and missed a festival that I had been planning to go to for 6 months.,I had to drop out of a birthday trip to Las Vegas because my best friends had covid-19.,situations,loss,Female
2024-07-23 16:29:56,2024-07-23 16:34:55,298,5cc020d5159f790017bee28b,Accept,Accept,Accept,Reject,Reject,Reject,Reject,6,56,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,5cc020d5159f790017bee28b,Connections,money,Beliefs,Support,Physical contact,Car,Housing,Family of choice,Friends,Work,situations,loss,Male
2024-07-23 16:29:41,2024-07-23 16:35:13,331,6694964d0cbd52bc4cbfac90,Accept,Accept,Accept,Accept,Accept,Accept,Reject,8,29,Male,NA,Associates or technical degree,Working full-time,No,Yes,NA,NA,6694964d0cbd52bc4cbfac90,Health deteriorated,Losing loved ones,Losing financial stability,Mental health worsening,Losing friends,Friend passed away,Lost my job,Lost my health,Lost grandpa from moms side,Lost grandma from dads side,situations,loss,Male
2024-07-23 16:33:53,2024-07-23 16:36:39,166,60fe0b8aad78fee4555a4f39,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,23,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,60fe0b8aad78fee4555a4f39,financial,failure,loved one,mistake,problem,loved one,time,money,game,value,associations,loss,Female
2024-07-23 16:22:45,2024-07-23 16:37:08,863,6297686a56b449910aaba68c,Accept,Accept,Reject,Reject,Reject,Reject,Reject,6,32,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,6297686a56b449910aaba68c,Failing to advance,Set Back,Shorted checks,Second job,Interrupted payments,Pushing off advancement in career due to timing,Failed to conceive multiple times,Required to meet with fertility doctor both sides,Car accident for wife's car,Forced to live with a roommate due to hard times,situations,loss,Male
2024-07-23 16:34:58,2024-07-23 16:37:35,156,669fd1954b551be59e6f994d,Accept,Accept,Accept,Accept,Reject,Reject,Reject,7,28,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,669fd1954b551be59e6f994d,Absence,Pain,Suffering,Grieve,Anger,Break up,Had to cut off a very close friend,Lost work opportunity,Lost money,Lost sport playing opportunity,situations,loss,Female
2024-07-23 16:28:12,2024-07-23 16:37:38,566,5edbf245e31b590a6e572482,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,24,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5edbf245e31b590a6e572482,I lost out on saving money because my laptop broke,I loss my favorite shirt,I lost my chicken due to old age,I lost my car,I lost my card,Money,School,Friends,Job,Computer,situations,loss,Female
2024-07-23 16:30:00,2024-07-23 16:37:48,467,6668b32a1f30469a13e677a6,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2,59,Male,NA,Bachelor’s degree,Retired,No,Yes,NA,Interesting topic. Thanks,6668b32a1f30469a13e677a6,Death.,Damage.,Diminished financial security.,Unexpected financial burden.,Irreplaceable.,Pet died.,Tractor broke down.,Sister lost job.,Family car was totalled.,Storm damaged yard.,situations,loss,Male
2024-07-23 16:33:47,2024-07-23 16:37:50,242,63178c538ada3185c1cb6278,Accept,Accept,Reject,Reject,Reject,Reject,Reject,2,20,Male,NA,High school diploma or GED,Student,No,Yes,NA,NA,63178c538ada3185c1cb6278,Disappear,Being alone,Breaking something,Depression,Hopelessness,"I lost a friend I talked to for a few years, she just ghosted me",I lost a pair of IEM (earbuds),I lost a lot of ambition that I had last year,I lost an opportunity to do training,I lost $5 while out walking,situations,loss,Male
2024-07-23 16:34:29,2024-07-23 16:38:00,211,62eaacea4ed738b3a35c0455,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3,32,Non-binary / third gender,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,62eaacea4ed738b3a35c0455,Gone,Missing,Away,Unfound,Unseen,Lost a friendship,Lost money,Lost hours at work,Lost good health,Lost sleep,associations,loss,other
